iter	Passed	Remaining
1659	109426	220170
1660	109491	220103
1661	109557	220038
1662	109621	219967
1663	109685	219897
1664	109752	219835
1665	109821	219775
1666	109888	219711
1667	109954	219645
1668	110018	219575
1669	110083	219507
1670	110149	219441
1671	110214	219374
1672	110279	219307
1673	110343	219236
1674	110406	219165
1675	110473	219100
1676	110538	219032
1677	110604	218967
1678	110669	218900
1679	110733	218829
1680	110796	218759
1681	110861	218690
1682	110926	218623
1683	110991	218556
1684	111056	218487
1685	111122	218421
1686	111188	218357
1687	111253	218288
1688	111317	218219
1689	111381	218148
1690	111445	218080
1691	111510	218012
1692	111573	217941
1693	111637	217871
1694	111702	217803
1695	111766	217734
1696	111830	217665
1697	111896	217599
1698	111962	217532
1699	112026	217463
1700	112089	217392
1701	112153	217322
1702	112219	217256
1703	112283	217186
1704	112348	217119
1705	112414	217053
1706	112478	216983
1707	112541	216912
1708	112605	216843
1709	112669	216773
1710	112731	216700
1711	112796	216632
1712	112860	216563
1713	112924	216494
1714	112988	216424
1715	113054	216357
1716	113120	216291
1717	113183	216220
1718	113247	216151
1719	113312	216083
1720	113377	216015
1721	113441	215946
1722	113503	215874
1723	113568	215806
1724	113633	215738
1725	113698	215671
1726	113764	215604
1727	113828	215536
1728	113894	215470
1729	113959	215403
1730	114027	215341
1731	114096	215281
1732	114162	215215
1733	114226	215145
1734	114289	215075
1735	114354	215008
1736	114420	214941
1737	114484	214873
1738	114549	214804
1739	114614	214737
1740	114681	214673
1741	114745	214604
1742	114808	214533
1743	114874	214468
1744	114939	214399
1745	115003	214330
1746	115069	214265
1747	115135	214199
1748	115200	214131
1749	115264	214061
1750	115327	213991
1751	115391	213922
1752	115457	213856
1753	115520	213786
1754	115586	213719
1755	115651	213651
1756	115716	213584
1757	115781	213516
1758	115846	213449
1759	115911	213382
1760	115976	213314
1761	116041	213247
1762	116106	213180
1763	116172	213113
1764	116237	213048
1765	116302	212980
1766	116367	212912
1767	116432	212845
1768	116498	212778
1769	116563	212711
1770	116627	212642
1771	116692	212574
1772	116756	212506
1773	116820	212437
1774	116886	212370
1775	116948	212298
1776	117012	212229
1777	117078	212163
1778	117143	212096
1779	117208	212028
1780	117273	211960
1781	117337	211892
1782	117403	211826
1783	117467	211758
1784	117531	211689
1785	117598	211624
1786	117662	211554
1787	117726	211486
1788	117789	211415
1789	117855	211349
1790	117924	211289
1791	117993	211230
1792	118058	211162
1793	118123	211095
1794	118188	211027
1795	118255	210963
1796	118319	210894
1797	118383	210825
1798	118446	210754
1799	118514	210692
1800	118581	210628
1801	118646	210562
1802	118710	210491
1803	118774	210423
1804	118838	210354
1805	118905	210290
1806	118973	210227
1807	119038	210160
1808	119102	210091
1809	119167	210024
1810	119233	209958
1811	119299	209892
1812	119363	209824
1813	119429	209759
1814	119495	209693
1815	119560	209626
1816	119625	209558
1817	119690	209490
1818	119753	209420
1819	119816	209349
1820	119880	209280
1821	119946	209214
1822	120010	209146
1823	120075	209078
1824	120140	209011
1825	120204	208941
1826	120267	208871
1827	120332	208804
1828	120396	208735
1829	120462	208669
1830	120525	208599
1831	120591	208532
1832	120655	208465
1833	120720	208398
1834	120785	208330
1835	120848	208260
1836	120915	208196
1837	120986	208138
1838	121053	208074
1839	121116	208005
1840	121181	207936
1841	121244	207867
1842	121309	207799
1843	121375	207733
1844	121440	207666
1845	121504	207596
1846	121568	207528
1847	121633	207462
1848	121698	207393
1849	121761	207323
1850	121826	207255
1851	121890	207187
1852	121954	207118
1853	122019	207051
1854	122082	206980
1855	122146	206912
1856	122210	206843
1857	122275	206775
1858	122340	206709
1859	122405	206641
1860	122469	206573
1861	122534	206504
1862	122598	206435
1863	122661	206365
1864	122725	206297
1865	122788	206226
1866	122851	206156
1867	122915	206087
1868	122980	206019
1869	123044	205951
1870	123109	205884
1871	123174	205817
1872	123238	205749
1873	123302	205678
1874	123368	205614
1875	123433	205546
1876	123497	205477
1877	123559	205405
1878	123623	205338
1879	123686	205267
1880	123751	205199
1881	123815	205131
1882	123879	205061
1883	123941	204989
1884	124005	204920
1885	124070	204853
1886	124134	204786
1887	124199	204719
1888	124264	204650
1889	124328	204582
1890	124392	204514
1891	124457	204447
1892	124521	204378
1893	124584	204308
1894	124648	204239
1895	124711	204168
1896	124776	204101
1897	124838	204030
1898	124903	203963
1899	124967	203893
1900	125030	203824
1901	125095	203757
1902	125160	203690
1903	125226	203625
1904	125291	203558
1905	125357	203492
1906	125421	203423
1907	125485	203354
1908	125547	203283
1909	125611	203214
1910	125676	203147
1911	125739	203077
1912	125803	203009
1913	125867	202939
1914	125931	202871
1915	125995	202803
1916	126060	202735
1917	126123	202666
1918	126188	202598
1919	126251	202529
1920	126316	202461
1921	126380	202393
1922	126444	202324
1923	126509	202256
1924	126573	202189
1925	126637	202119
1926	126701	202052
1927	126767	201985
1928	126831	201918
1929	126898	201854
1930	126962	201785
1931	127026	201716
1932	127091	201650
1933	127156	201582
1934	127220	201514
1935	127285	201447
1936	127348	201377
1937	127414	201311
1938	127478	201244
1939	127543	201176
1940	127606	201107
1941	127671	201040
1942	127734	200970
1943	127798	200901
1944	127861	200832
1945	127925	200763
1946	127989	200694
1947	128054	200626
1948	128119	200560
1949	128183	200491
1950	128247	200424
1951	128312	200357
1952	128376	200289
1953	128439	200218
1954	128502	200149
1955	128567	200081
1956	128635	200019
1957	128701	199954
1958	128765	199884
1959	128829	199816
1960	128892	199746
1961	128954	199675
1962	129017	199605
1963	129082	199539
1964	129146	199470
1965	129212	199404
1966	129274	199333
1967	129341	199269
1968	129407	199205
1969	129472	199138
1970	129536	199068
1971	129601	199003
1972	129668	198938
1973	129732	198870
1974	129797	198803
1975	129865	198741
1976	129937	198684
1977	130002	198618
1978	130066	198549
1979	130130	198481
1980	130195	198414
1981	130259	198347
1982	130325	198281
1983	130392	198217
1984	130459	198154
1985	130523	198085
1986	130587	198017
1987	130653	197951
1988	130716	197881
1989	130782	197816
1990	130845	197747
1991	130912	197683
1992	130978	197618
1993	131045	197553
1994	131110	197487
1995	131176	197421
1996	131240	197353
1997	131312	197296
1998	131390	197249
1999	131458	197187
2000	131523	197120
2001	131588	197054
2002	131655	196990
2003	131720	196923
2004	131789	196862
2005	131852	196792
2006	131916	196724
2007	131981	196657
2008	132045	196589
2009	132112	196524
2010	132177	196459
2011	132245	196395
2012	132311	196330
2013	132377	196265
2014	132440	196195
2015	132505	196129
2016	132571	196063
2017	132636	195996
2018	132701	195930
2019	132767	195864
2020	132833	195799
2021	132898	195732
2022	132964	195667
2023	133029	195600
2024	133095	195535
2025	133160	195469
2026	133226	195402
2027	133289	195333
2028	133355	195268
2029	133420	195201
2030	133485	195134
2031	133551	195068
2032	133615	195001
2033	133681	194936
2034	133747	194871
2035	133813	194805
2036	133878	194737
2037	133942	194670
2038	134009	194606
2039	134075	194541
2040	134141	194476
2041	134208	194411
2042	134272	194343
2043	134338	194278
2044	134402	194210
2045	134467	194143
2046	134532	194076
2047	134597	194010
2048	134662	193943
2049	134725	193873
2050	134791	193808
2051	134856	193740
2052	134921	193674
2053	134991	193614
2054	135056	193548
2055	135123	193483
2056	135191	193421
2057	135266	193368
2058	135339	193313
2059	135408	193252
2060	135474	193188
2061	135539	193120
2062	135604	193054
2063	135669	192987
2064	135733	192919
2065	135800	192854
2066	135866	192789
2067	135931	192722
2068	135996	192655
2069	136060	192588
2070	136125	192521
2071	136190	192454
2072	136253	192385
2073	136317	192316
2074	136381	192248
2075	136446	192182
2076	136511	192115
2077	136575	192046
2078	136639	191978
2079	136703	191911
2080	136769	191845
2081	136835	191780
2082	136902	191716
2083	136970	191653
2084	137039	191592
2085	137107	191530
2086	137175	191466
2087	137243	191404
2088	137311	191342
2089	137378	191277
2090	137441	191209
2091	137506	191142
2092	137571	191074
2093	137633	191004
2094	137698	190937
2095	137764	190871
2096	137828	190804
2097	137893	190737
2098	137958	190671
2099	138023	190603
2100	138088	190537
2101	138157	190476
2102	138224	190411
2103	138290	190346
2104	138356	190281
2105	138422	190215
2106	138487	190148
2107	138549	190078
2108	138616	190014
2109	138683	189950
2110	138752	189888
2111	138818	189823
2112	138882	189755
2113	138947	189688
2114	139016	189627
2115	139080	189559
2116	139144	189491
2117	139209	189425
2118	139274	189358
2119	139340	189292
2120	139404	189224
2121	139469	189158
2122	139533	189089
2123	139597	189021
2124	139662	188955
2125	139726	188886
2126	139790	188819
2127	139853	188749
2128	139917	188682
2129	139981	188614
2130	140045	188545
2131	140110	188478
2132	140176	188413
2133	140242	188347
2134	140308	188282
2135	140378	188222
2136	140445	188158
2137	140514	188097
2138	140582	188035
2139	140669	187997
2140	140739	187936
2141	140808	187876
2142	140875	187811
2143	140945	187752
2144	141017	187693
2145	141081	187627
2146	141147	187561
2147	141211	187493
2148	141276	187426
2149	141340	187358
2150	141405	187291
2151	141468	187222
2152	141534	187157
2153	141598	187089
2154	141662	187021
2155	141727	186953
2156	141792	186886
2157	141856	186819
2158	141923	186754
2159	141988	186688
2160	142052	186620
2161	142115	186551
2162	142179	186483
2163	142244	186416
2164	142308	186348
2165	142372	186280
2166	142435	186211
2167	142499	186143
2168	142563	186075
2169	142627	186007
2170	142691	185939
2171	142755	185870
2172	142819	185803
2173	142883	185736
2174	142949	185670
2175	143014	185603
2176	143078	185535
2177	143143	185468
2178	143207	185400
2179	143272	185333
2180	143337	185267
2181	143402	185200
2182	143465	185131
2183	143529	185063
2184	143593	184995
2185	143657	184927
2186	143722	184860
2187	143786	184792
2188	143850	184724
2189	143913	184656
2190	143978	184588
2191	144041	184519
2192	144106	184453
2193	144170	184386
2194	144234	184318
2195	144299	184250
2196	144363	184182
2197	144427	184115
2198	144492	184048
2199	144558	183983
2200	144621	183913
2201	144685	183845
2202	144749	183778
2203	144813	183710
2204	144878	183643
2205	144941	183575
2206	145004	183506
2207	145070	183440
2208	145134	183373
2209	145201	183309
2210	145267	183243
2211	145332	183176
2212	145398	183111
2213	145462	183044
2214	145528	182978
2215	145594	182913
2216	145659	182846
2217	145724	182779
2218	145788	182712
2219	145854	182647
2220	145919	182580
2221	145983	182512
2222	146048	182445
2223	146111	182376
2224	146174	182307
2225	146239	182241
2226	146305	182175
2227	146369	182107
2228	146435	182042
2229	146499	181974
2230	146564	181907
2231	146629	181841
2232	146694	181775
2233	146759	181708
2234	146824	181641
2235	146887	181573
2236	146951	181505
2237	147016	181438
2238	147087	181379
2239	147158	181320
2240	147222	181253
2241	147297	181197
2242	147369	181139
2243	147438	181078
2244	147503	181012
2245	147570	180947
2246	147635	180881
2247	147700	180814
2248	147765	180748
2249	147829	180680
2250	147894	180614
2251	147957	180545
2252	148022	180478
2253	148093	180419
2254	148164	180359
2255	148231	180295
2256	148297	180230
2257	148364	180165
2258	148428	180098
2259	148492	180030
2260	148557	179964
2261	148621	179896
2262	148685	179829
2263	148753	179765
2264	148821	179703
2265	148890	179640
2266	148959	179578
2267	149025	179513
2268	149092	179449
2269	149160	179386
2270	149227	179322
2271	149292	179256
2272	149357	179190
2273	149422	179123
2274	149486	179055
2275	149550	178987
2276	149614	178919
2277	149679	178852
2278	149745	178788
2279	149810	178721
2280	149880	178660
2281	149954	178604
2282	150022	178542
2283	150090	178478
2284	150159	178416
2285	150227	178353
2286	150295	178291
2287	150365	178230
2288	150430	178163
2289	150495	178097
2290	150560	178030
2291	150624	177963
2292	150689	177896
2293	150753	177828
2294	150817	177761
2295	150882	177694
2296	150946	177626
2297	151012	177561
2298	151076	177492
2299	151140	177425
2300	151203	177356
2301	151268	177290
2302	151334	177225
2303	151397	177155
2304	151461	177088
2305	151525	177021
2306	151590	176953
2307	151654	176886
2308	151718	176818
2309	151783	176751
2310	151845	176682
2311	151909	176614
2312	151973	176546
2313	152038	176479
2314	152100	176410
2315	152166	176344
2316	152230	176277
2317	152297	176212
2318	152362	176146
2319	152426	176078
2320	152490	176010
2321	152554	175943
2322	152619	175876
2323	152684	175810
2324	152749	175744
2325	152813	175676
2326	152877	175608
2327	152941	175540
2328	153006	175474
2329	153068	175404
2330	153132	175337
2331	153197	175270
2332	153261	175203
2333	153324	175134
2334	153389	175067
2335	153453	175000
2336	153518	174934
2337	153582	174866
2338	153646	174797
2339	153711	174731
2340	153773	174661
2341	153837	174594
2342	153901	174526
2343	153965	174458
2344	154027	174389
2345	154092	174322
2346	154157	174256
2347	154221	174189
2348	154285	174121
2349	154351	174055
2350	154416	173989
2351	154482	173923
2352	154546	173856
2353	154610	173789
2354	154675	173722
2355	154740	173656
2356	154805	173589
2357	154869	173522
2358	154934	173456
2359	154999	173389
2360	155065	173323
2361	155129	173256
2362	155194	173189
2363	155264	173128
2364	155329	173063
2365	155393	172995
2366	155458	172928
2367	155524	172863
2368	155589	172797
2369	155653	172729
2370	155726	172671
2371	155797	172612
2372	155860	172543
2373	155924	172475
2374	155988	172408
2375	156051	172339
2376	156119	172276
2377	156189	172215
2378	156256	172151
2379	156323	172087
2380	156389	172022
2381	156454	171955
2382	156518	171887
2383	156583	171821
2384	156647	171753
2385	156711	171686
2386	156776	171619
2387	156840	171552
2388	156903	171483
2389	156967	171416
2390	157032	171349
2391	157097	171283
2392	157166	171220
2393	157232	171156
2394	157299	171092
2395	157365	171026
2396	157430	170960
2397	157493	170891
2398	157558	170825
2399	157622	170757
2400	157687	170691
2401	157751	170623
2402	157815	170556
2403	157880	170489
2404	157945	170423
2405	158009	170356
2406	158075	170290
2407	158142	170226
2408	158214	170167
2409	158283	170105
2410	158350	170041
2411	158415	169974
2412	158481	169909
2413	158546	169843
2414	158611	169776
2415	158676	169710
2416	158739	169642
2417	158804	169575
2418	158871	169510
2419	158938	169447
2420	159004	169381
2421	159069	169315
2422	159136	169250
2423	159202	169186
2424	159268	169119
2425	159334	169054
2426	159397	168986
2427	159463	168920
2428	159526	168852
2429	159588	168782
2430	159652	168715
2431	159717	168648
2432	159781	168581
2433	159845	168514
2434	159920	168458
2435	159985	168391
2436	160052	168328
2437	160120	168264
2438	160195	168209
2439	160296	168180
2440	160367	168120
2441	160439	168060
2442	160510	168000
2443	160581	167940
2444	160649	167876
2445	160721	167818
2446	160793	167758
2447	160869	167703
2448	160939	167642
2449	161007	167579
2450	161075	167515
2451	161149	167458
2452	161232	167411
2453	161308	167356
2454	161379	167295
2455	161444	167228
2456	161509	167163
2457	161575	167097
2458	161639	167029
2459	161702	166961
2460	161766	166893
2461	161831	166826
2462	161895	166759
2463	161959	166692
2464	162024	166625
2465	162087	166557
2466	162151	166489
2467	162216	166422
2468	162281	166356
2469	162347	166290
2470	162412	166224
2471	162476	166156
2472	162540	166089
2473	162603	166021
2474	162668	165954
2475	162733	165887
2476	162797	165820
2477	162861	165753
2478	162927	165687
2479	162991	165620
2480	163058	165556
2481	163123	165489
2482	163190	165424
2483	163255	165358
2484	163317	165288
2485	163382	165222
2486	163445	165154
2487	163511	165089
2488	163576	165022
2489	163641	164955
2490	163705	164888
2491	163768	164820
2492	163833	164753
2493	163896	164685
2494	163959	164616
2495	164023	164549
2496	164087	164481
2497	164150	164413
2498	164213	164345
2499	164279	164279
2500	164342	164211
2501	164406	164143
2502	164469	164075
2503	164535	164009
2504	164600	163943
2505	164663	163875
2506	164726	163806
2507	164793	163741
2508	164856	163674
2509	164920	163606
2510	164984	163538
2511	165049	163472
2512	165113	163405
2513	165177	163337
2514	165242	163271
2515	165306	163203
2516	165370	163136
2517	165435	163070
2518	165499	163002
2519	165563	162935
2520	165628	162868
2521	165692	162802
2522	165756	162734
2523	165821	162667
2524	165885	162600
2525	165949	162533
2526	166013	162466
2527	166078	162400
2528	166143	162333
2529	166207	162265
2530	166271	162198
2531	166335	162131
2532	166400	162064
2533	166464	161997
2534	166528	161930
2535	166591	161861
2536	166656	161795
2537	166721	161728
2538	166785	161661
2539	166849	161594
2540	166914	161527
2541	166978	161460
2542	167042	161393
2543	167105	161325
2544	167170	161259
2545	167235	161192
2546	167299	161125
2547	167363	161057
2548	167427	160990
2549	167490	160922
2550	167553	160854
2551	167618	160787
2552	167683	160721
2553	167748	160654
2554	167812	160587
2555	167876	160520
2556	167940	160453
2557	168004	160386
2558	168068	160318
2559	168134	160253
2560	168197	160185
2561	168262	160118
2562	168326	160051
2563	168390	159983
2564	168454	159916
2565	168518	159849
2566	168583	159783
2567	168648	159717
2568	168714	159651
2569	168779	159585
2570	168844	159519
2571	168912	159455
2572	168980	159391
2573	169044	159324
2574	169108	159257
2575	169177	159194
2576	169241	159127
2577	169305	159060
2578	169369	158992
2579	169432	158925
2580	169497	158858
2581	169563	158793
2582	169628	158727
2583	169692	158659
2584	169755	158591
2585	169820	158525
2586	169883	158457
2587	169947	158390
2588	170011	158322
2589	170076	158256
2590	170139	158188
2591	170204	158122
2592	170268	158054
2593	170334	157989
2594	170399	157923
2595	170464	157856
2596	170527	157788
2597	170592	157722
2598	170657	157656
2599	170722	157590
2600	170788	157524
2601	170854	157459
2602	170921	157395
2603	170986	157328
2604	171050	157261
2605	171113	157193
2606	171178	157126
2607	171242	157059
2608	171306	156992
2609	171372	156927
2610	171435	156859
2611	171500	156792
2612	171564	156725
2613	171629	156659
2614	171692	156591
2615	171756	156524
2616	171821	156457
2617	171885	156390
2618	171950	156324
2619	172014	156257
2620	172080	156191
2621	172145	156125
2622	172212	156061
2623	172277	155995
2624	172341	155928
2625	172406	155861
2626	172471	155795
2627	172536	155728
2628	172598	155660
2629	172663	155593
2630	172728	155527
2631	172792	155461
2632	172856	155393
2633	172922	155328
2634	172986	155260
2635	173052	155195
2636	173117	155129
2637	173182	155063
2638	173246	154996
2639	173311	154929
2640	173375	154863
2641	173439	154796
2642	173505	154730
2643	173570	154664
2644	173635	154597
2645	173698	154530
2646	173762	154462
2647	173827	154396
2648	173891	154329
2649	173956	154263
2650	174022	154197
2651	174088	154132
2652	174153	154066
2653	174218	153999
2654	174283	153933
2655	174348	153867
2656	174412	153801
2657	174477	153734
2658	174542	153668
2659	174606	153601
2660	174671	153535
2661	174737	153469
2662	174803	153404
2663	174866	153336
2664	174932	153271
2665	174999	153206
2666	175063	153139
2667	175128	153073
2668	175193	153007
2669	175259	152941
2670	175323	152875
2671	175390	152809
2672	175454	152743
2673	175519	152677
2674	175584	152610
2675	175649	152544
2676	175715	152478
2677	175778	152411
2678	175843	152344
2679	175907	152278
2680	175973	152213
2681	176038	152146
2682	176104	152081
2683	176170	152015
2684	176235	151949
2685	176298	151881
2686	176363	151815
2687	176427	151749
2688	176493	151682
2689	176558	151616
2690	176626	151553
2691	176695	151490
2692	176764	151427
2693	176832	151364
2694	176907	151306
2695	176984	151250
2696	177048	151183
2697	177113	151117
2698	177178	151050
2699	177242	150984
2700	177307	150917
2701	177372	150851
2702	177436	150785
2703	177500	150718
2704	177564	150650
2705	177628	150583
2706	177693	150517
2707	177758	150451
2708	177822	150384
2709	177886	150317
2710	177952	150252
2711	178017	150185
2712	178083	150120
2713	178148	150054
2714	178211	149986
2715	178277	149921
2716	178342	149855
2717	178406	149787
2718	178469	149720
2719	178535	149654
2720	178598	149586
2721	178673	149529
2722	178738	149463
2723	178803	149396
2724	178867	149329
2725	178931	149263
2726	178999	149199
2727	179066	149134
2728	179134	149070
2729	179202	149006
2730	179266	148940
2731	179331	148873
2732	179395	148807
2733	179460	148741
2734	179524	148674
2735	179588	148607
2736	179653	148540
2737	179718	148474
2738	179783	148408
2739	179847	148341
2740	179913	148275
2741	179979	148210
2742	180044	148144
2743	180109	148078
2744	180173	148011
2745	180238	147944
2746	180303	147879
2747	180368	147812
2748	180432	147746
2749	180497	147679
2750	180561	147612
2751	180626	147546
2752	180691	147480
2753	180754	147413
2754	180819	147346
2755	180885	147281
2756	180950	147214
2757	181016	147149
2758	181082	147084
2759	181148	147019
2760	181212	146952
2761	181277	146885
2762	181342	146819
2763	181408	146754
2764	181473	146688
2765	181539	146623
2766	181607	146559
2767	181676	146496
2768	181743	146432
2769	181812	146368
2770	181879	146304
2771	181947	146240
2772	182013	146174
2773	182077	146108
2774	182143	146042
2775	182209	145977
2776	182274	145911
2777	182337	145843
2778	182402	145777
2779	182466	145710
2780	182529	145643
2781	182595	145577
2782	182660	145511
2783	182725	145444
2784	182788	145377
2785	182852	145310
2786	182916	145243
2787	182981	145177
2788	183044	145110
2789	183110	145044
2790	183174	144977
2791	183239	144911
2792	183303	144844
2793	183368	144778
2794	183432	144711
2795	183497	144645
2796	183560	144578
2797	183625	144511
2798	183689	144444
2799	183752	144376
2800	183816	144310
2801	183880	144243
2802	183944	144176
2803	184008	144108
2804	184072	144042
2805	184135	143975
2806	184201	143909
2807	184265	143842
2808	184328	143774
2809	184391	143707
2810	184456	143641
2811	184521	143574
2812	184585	143508
2813	184649	143441
2814	184715	143375
2815	184777	143307
2816	184842	143241
2817	184907	143175
2818	184972	143109
2819	185037	143043
2820	185101	142976
2821	185166	142910
2822	185231	142843
2823	185296	142777
2824	185359	142710
2825	185426	142645
2826	185489	142578
2827	185554	142512
2828	185618	142445
2829	185681	142377
2830	185745	142311
2831	185810	142244
2832	185874	142177
2833	185937	142110
2834	186002	142044
2835	186065	141976
2836	186130	141910
2837	186195	141844
2838	186260	141778
2839	186325	141712
2840	186391	141646
2841	186454	141579
2842	186519	141513
2843	186584	141447
2844	186649	141381
2845	186713	141314
2846	186778	141248
2847	186842	141181
2848	186907	141115
2849	186972	141049
2850	187036	140982
2851	187100	140915
2852	187163	140848
2853	187229	140782
2854	187292	140715
2855	187356	140648
2856	187420	140581
2857	187485	140516
2858	187549	140449
2859	187614	140382
2860	187677	140315
2861	187742	140249
2862	187806	140182
2863	187870	140115
2864	187933	140048
2865	187997	139981
2866	188061	139914
2867	188124	139847
2868	188189	139781
2869	188252	139713
2870	188317	139647
2871	188380	139579
2872	188443	139512
2873	188508	139446
2874	188572	139379
2875	188637	139313
2876	188701	139247
2877	188767	139181
2878	188831	139114
2879	188896	139048
2880	188959	138981
2881	189024	138915
2882	189091	138850
2883	189159	138786
2884	189227	138722
2885	189292	138657
2886	189359	138592
2887	189422	138525
2888	189487	138459
2889	189552	138392
2890	189617	138326
2891	189682	138260
2892	189746	138194
2893	189810	138127
2894	189873	138060
2895	189938	137993
2896	190003	137927
2897	190067	137861
2898	190131	137794
2899	190195	137727
2900	190260	137661
2901	190325	137595
2902	190389	137528
2903	190452	137461
2904	190516	137395
2905	190582	137329
2906	190646	137262
2907	190710	137196
2908	190776	137131
2909	190842	137065
2910	190907	136999
2911	190973	136933
2912	191037	136867
2913	191116	136811
2914	191195	136755
2915	191262	136690
2916	191326	136624
2917	191391	136558
2918	191455	136491
2919	191520	136425
2920	191584	136358
2921	191649	136292
2922	191714	136226
2923	191778	136159
2924	191842	136093
2925	191908	136027
2926	191973	135962
2927	192037	135895
2928	192102	135829
2929	192167	135763
2930	192231	135696
2931	192296	135630
2932	192360	135563
2933	192424	135497
2934	192488	135430
2935	192551	135363
2936	192616	135297
2937	192681	135230
2938	192745	135164
2939	192810	135098
2940	192876	135032
2941	192941	134967
2942	193007	134901
2943	193073	134836
2944	193138	134770
2945	193203	134704
2946	193266	134637
2947	193331	134571
2948	193395	134504
2949	193461	134439
2950	193524	134372
2951	193590	134306
2952	193652	134238
2953	193718	134173
2954	193782	134106
2955	193848	134041
2956	193912	133974
2957	193978	133909
2958	194044	133843
2959	194109	133777
2960	194174	133712
2961	194239	133646
2962	194303	133579
2963	194368	133513
2964	194433	133447
2965	194496	133380
2966	194561	133313
2967	194624	133246
2968	194688	133180
2969	194752	133113
2970	194815	133046
2971	194879	132979
2972	194943	132913
2973	195008	132847
2974	195073	132781
2975	195138	132715
2976	195202	132648
2977	195266	132581
2978	195330	132515
2979	195395	132449
2980	195459	132382
2981	195525	132317
2982	195589	132251
2983	195654	132184
2984	195718	132117
2985	195782	132051
2986	195846	131984
2987	195909	131917
2988	195975	131852
2989	196040	131786
2990	196105	131720
2991	196168	131653
2992	196231	131585
2993	196294	131518
2994	196358	131451
2995	196422	131385
2996	196486	131318
2997	196550	131251
2998	196614	131185
2999	196678	131118
3000	196743	131052
3001	196810	130988
3002	196877	130923
3003	196942	130857
3004	197009	130793
3005	197074	130727
3006	197139	130661
3007	197202	130594
3008	197267	130528
3009	197337	130465
3010	197412	130406
3011	197485	130345
3012	197549	130279
3013	197614	130213
3014	197678	130146
3015	197742	130080
3016	197808	130014
3017	197874	129949
3018	197940	129883
3019	198004	129817
3020	198070	129752
3021	198138	129688
3022	198205	129623
3023	198270	129557
3024	198334	129491
3025	198400	129426
3026	198466	129360
3027	198531	129294
3028	198595	129227
3029	198658	129160
3030	198722	129094
3031	198787	129028
3032	198854	128963
3033	198919	128898
3034	198985	128832
3035	199051	128767
3036	199115	128700
3037	199182	128636
3038	199253	128573
3039	199321	128510
3040	199390	128446
3041	199456	128380
3042	199520	128314
3043	199585	128248
3044	199650	128182
3045	199715	128116
3046	199782	128052
3047	199850	127988
3048	199922	127926
3049	199998	127867
3050	200060	127799
3051	200124	127733
3052	200189	127667
3053	200255	127602
3054	200322	127537
3055	200389	127472
3056	200456	127408
3057	200523	127343
3058	200588	127277
3059	200652	127211
3060	200718	127145
3061	200783	127079
3062	200850	127014
3063	200915	126949
3064	200980	126883
3065	201045	126817
3066	201108	126750
3067	201175	126685
3068	201239	126618
3069	201304	126553
3070	201371	126488
3071	201438	126423
3072	201504	126358
3073	201570	126292
3074	201635	126226
3075	201701	126161
3076	201768	126096
3077	201834	126031
3078	201900	125966
3079	201967	125901
3080	202031	125835
3081	202096	125769
3082	202163	125704
3083	202228	125638
3084	202292	125572
3085	202356	125505
3086	202421	125439
3087	202487	125374
3088	202552	125308
3089	202617	125242
3090	202682	125176
3091	202748	125111
3092	202812	125044
3093	202876	124978
3094	202942	124913
3095	203006	124846
3096	203072	124780
3097	203135	124714
3098	203204	124650
3099	203270	124585
3100	203337	124520
3101	203403	124454
3102	203468	124389
3103	203533	124323
3104	203597	124256
3105	203661	124190
3106	203726	124124
3107	203790	124057
3108	203855	123991
3109	203919	123925
3110	203983	123859
3111	204048	123792
3112	204113	123727
3113	204178	123660
3114	204243	123594
3115	204307	123528
3116	204372	123462
3117	204436	123396
3118	204501	123330
3119	204564	123262
3120	204629	123197
3121	204692	123129
3122	204756	123063
3123	204821	122998
3124	204885	122931
3125	204950	122865
3126	205013	122798
3127	205077	122731
3128	205143	122666
3129	205206	122599
3130	205272	122533
3131	205339	122469
3132	205405	122403
3133	205472	122339
3134	205537	122273
3135	205603	122208
3136	205669	122142
3137	205734	122076
3138	205801	122012
3139	205868	121947
3140	205933	121881
3141	205999	121816
3142	206065	121751
3143	206131	121685
3144	206196	121619
3145	206262	121554
3146	206327	121488
3147	206392	121422
3148	206456	121356
3149	206521	121290
3150	206586	121224
3151	206652	121159
3152	206720	121095
3153	206789	121031
3154	206856	120966
3155	206922	120901
3156	206988	120835
3157	207052	120769
3158	207118	120704
3159	207184	120639
3160	207251	120574
3161	207316	120508
3162	207381	120442
3163	207446	120376
3164	207513	120311
3165	207577	120245
3166	207643	120180
3167	207708	120114
3168	207774	120048
3169	207840	119983
3170	207904	119917
3171	207970	119852
3172	208037	119787
3173	208105	119722
3174	208174	119659
3175	208241	119594
3176	208309	119530
3177	208375	119465
3178	208443	119400
3179	208508	119334
3180	208574	119269
3181	208638	119203
3182	208703	119137
3183	208767	119071
3184	208837	119007
3185	208909	118945
3186	208974	118880
3187	209038	118813
3188	209103	118747
3189	209167	118681
3190	209231	118614
3191	209296	118548
3192	209363	118484
3193	209431	118419
3194	209497	118354
3195	209563	118289
3196	209628	118223
3197	209695	118158
3198	209761	118093
3199	209827	118028
3200	209892	117962
3201	209957	117896
3202	210022	117830
3203	210085	117763
3204	210148	117696
3205	210215	117631
3206	210279	117565
3207	210343	117498
3208	210408	117432
3209	210472	117366
3210	210538	117300
3211	210601	117233
3212	210665	117167
