iter	MAE
1665	6.201861288
1666	6.201532626
1667	6.201221535
1668	6.201104568
1669	6.200709517
1670	6.200169975
1671	6.200031246
1672	6.199551984
1673	6.199141808
1674	6.198782096
1675	6.198421716
1676	6.197956791
1677	6.197713854
1678	6.197463696
1679	6.197305768
1680	6.19704274
1681	6.196940035
1682	6.196862193
1683	6.196558483
1684	6.195927014
1685	6.19557245
1686	6.195467799
1687	6.194959912
1688	6.194609402
1689	6.194245845
1690	6.19404
1691	6.193903541
1692	6.193513011
1693	6.193199283
1694	6.1928454
1695	6.192712491
1696	6.192086516
1697	6.191631344
1698	6.191468593
1699	6.191154653
1700	6.190830667
1701	6.190524735
1702	6.190182967
1703	6.1898781
1704	6.189582989
1705	6.189228179
1706	6.188914743
1707	6.188619742
1708	6.1884271
1709	6.188318165
1710	6.187979997
1711	6.187840176
1712	6.18774494
1713	6.187384184
1714	6.18716175
1715	6.186864057
1716	6.186718403
1717	6.186584345
1718	6.186003838
1719	6.185678995
1720	6.185570065
1721	6.184938092
1722	6.184524114
1723	6.184196037
1724	6.183430488
1725	6.183125009
1726	6.183013522
1727	6.182809491
1728	6.182155582
1729	6.18204468
1730	6.18126021
1731	6.181189459
1732	6.181114854
1733	6.181003138
1734	6.180555499
1735	6.180422706
1736	6.180271164
1737	6.179759642
1738	6.179392884
1739	6.178719012
1740	6.178558358
1741	6.178349417
1742	6.178114769
1743	6.177432905
1744	6.177137057
1745	6.176736159
1746	6.176620999
1747	6.176165104
1748	6.175666104
1749	6.175060039
1750	6.174658485
1751	6.174377283
1752	6.174011762
1753	6.173443047
1754	6.173108188
1755	6.17268875
1756	6.172349956
1757	6.172060303
1758	6.171968462
1759	6.171854885
1760	6.171596233
1761	6.171520481
1762	6.171259719
1763	6.170944113
1764	6.170823948
1765	6.170507172
1766	6.17015344
1767	6.170066068
1768	6.169969783
1769	6.169906221
1770	6.169549518
1771	6.16942529
1772	6.169309946
1773	6.168863527
1774	6.168662899
1775	6.168354163
1776	6.168125751
1777	6.16782872
1778	6.167741553
1779	6.167608204
1780	6.167492256
1781	6.167145441
1782	6.166862664
1783	6.166394907
1784	6.166076315
1785	6.165999693
1786	6.165662628
1787	6.165545481
1788	6.165191883
1789	6.165097221
1790	6.164972472
1791	6.164906929
1792	6.164667676
1793	6.164615661
1794	6.164138073
1795	6.163864969
1796	6.163575717
1797	6.163327897
1798	6.162787051
1799	6.162391558
1800	6.161914803
1801	6.161851127
1802	6.161230148
1803	6.161072301
1804	6.160931946
1805	6.160608513
1806	6.160408845
1807	6.160056271
1808	6.159782147
1809	6.159483321
1810	6.159158623
1811	6.158740309
1812	6.158322276
1813	6.157990264
1814	6.157935086
1815	6.157502905
1816	6.157146741
1817	6.157044098
1818	6.156689758
1819	6.15660925
1820	6.156150241
1821	6.15589409
1822	6.155784766
1823	6.155510686
1824	6.155379187
1825	6.155201075
1826	6.154940397
1827	6.154885319
1828	6.154595462
1829	6.1545191
1830	6.154118118
1831	6.154011245
1832	6.15380432
1833	6.153735974
1834	6.15347787
1835	6.153149138
1836	6.153045845
1837	6.152761441
1838	6.152665838
1839	6.152301151
1840	6.151981298
1841	6.15163043
1842	6.151335712
1843	6.151224968
1844	6.151123279
1845	6.150676149
1846	6.150567338
1847	6.150224673
1848	6.150108459
1849	6.149820132
1850	6.149770271
1851	6.149439
1852	6.14906873
1853	6.148990357
1854	6.148689327
1855	6.148422805
1856	6.148011025
1857	6.147679861
1858	6.147471198
1859	6.14714404
1860	6.146774764
1861	6.146542219
1862	6.146218281
1863	6.14592364
1864	6.145816974
1865	6.145755128
1866	6.14544185
1867	6.145098775
1868	6.144739014
1869	6.144388288
1870	6.144091764
1871	6.14371562
1872	6.143418503
1873	6.143354025
1874	6.143122858
1875	6.142819938
1876	6.142389931
1877	6.142054341
1878	6.141942547
1879	6.141631182
1880	6.141249791
1881	6.140930349
1882	6.140553177
1883	6.14021293
1884	6.139833106
1885	6.139714147
1886	6.139578175
1887	6.139356768
1888	6.139103071
1889	6.13882366
1890	6.138530898
1891	6.138205858
1892	6.137918105
1893	6.137646808
1894	6.137244652
1895	6.137174569
1896	6.137079991
1897	6.136635477
1898	6.136348893
1899	6.136052421
1900	6.135732864
1901	6.135645734
1902	6.135562596
1903	6.135460281
1904	6.135367867
1905	6.135254734
1906	6.135031107
1907	6.134726683
1908	6.134489153
1909	6.134173819
1910	6.133701835
1911	6.1333834
1912	6.133278707
1913	6.133022861
1914	6.132849401
1915	6.132541264
1916	6.132455824
1917	6.132180342
1918	6.13180377
1919	6.131511675
1920	6.131440094
1921	6.131262851
1922	6.130988269
1923	6.130889718
1924	6.130660981
1925	6.130394451
1926	6.130177153
1927	6.129764945
1928	6.129596363
1929	6.129542803
1930	6.129223817
1931	6.128938043
1932	6.128754751
1933	6.12830141
1934	6.127918864
1935	6.127599318
1936	6.127132769
1937	6.12702895
1938	6.126932323
1939	6.126623092
1940	6.126487297
1941	6.126283833
1942	6.126030928
1943	6.125965217
1944	6.125641417
1945	6.125389004
1946	6.125124706
1947	6.125052078
1948	6.124877494
1949	6.124528655
1950	6.124290765
1951	6.124143147
1952	6.123838977
1953	6.123543776
1954	6.123417286
1955	6.123075776
1956	6.122832796
1957	6.122744353
1958	6.122302892
1959	6.122178938
1960	6.122101223
1961	6.121802124
1962	6.121409868
1963	6.121329338
1964	6.121035441
1965	6.120936017
1966	6.120711185
1967	6.120485814
1968	6.120422118
1969	6.120309404
1970	6.119962102
1971	6.119885507
1972	6.119831749
1973	6.119742408
1974	6.119668372
1975	6.119149918
1976	6.119088151
1977	6.118961717
1978	6.118445815
1979	6.118195508
1980	6.118095306
1981	6.117963609
1982	6.117886244
1983	6.117811839
1984	6.117708032
1985	6.117377055
1986	6.117174151
1987	6.117104769
1988	6.116864007
1989	6.11678983
1990	6.116458165
1991	6.116381736
1992	6.115957548
1993	6.115852252
1994	6.11549454
1995	6.115419714
1996	6.115362403
1997	6.115270415
1998	6.115026833
1999	6.114743685
2000	6.114516925
2001	6.114258571
2002	6.114201412
2003	6.114132514
2004	6.114046197
2005	6.11370588
2006	6.11354157
2007	6.113260594
2008	6.113162546
2009	6.11290756
2010	6.112817095
2011	6.112747956
2012	6.112640636
2013	6.112516726
2014	6.112323503
2015	6.11222483
2016	6.112119274
2017	6.111884407
2018	6.111789606
2019	6.1115164
2020	6.11126298
2021	6.111047076
2022	6.110772714
2023	6.110244213
2024	6.109993548
2025	6.109918312
2026	6.109846733
2027	6.10959128
2028	6.109542183
2029	6.109296642
2030	6.10891108
2031	6.108618263
2032	6.108376671
2033	6.108323092
2034	6.108134713
2035	6.108049811
2036	6.107783725
2037	6.107514588
2038	6.107031369
2039	6.106969273
2040	6.106766253
2041	6.106501308
2042	6.106276095
2043	6.106057194
2044	6.105614029
2045	6.105531952
2046	6.105463754
2047	6.105383476
2048	6.105158514
2049	6.104961287
2050	6.104634078
2051	6.104552989
2052	6.104482508
2053	6.104275608
2054	6.104132556
2055	6.103815852
2056	6.10343799
2057	6.103129646
2058	6.103054587
2059	6.102807796
2060	6.102558745
2061	6.102225056
2062	6.101976451
2063	6.101924721
2064	6.101589023
2065	6.101451784
2066	6.101184077
2067	6.101119577
2068	6.101051892
2069	6.100983762
2070	6.100908445
2071	6.100823886
2072	6.100499347
2073	6.100192305
2074	6.099784863
2075	6.099640607
2076	6.099426497
2077	6.099246366
2078	6.099095416
2079	6.098747403
2080	6.098633171
2081	6.098389979
2082	6.098319472
2083	6.098258177
2084	6.098173153
2085	6.097756949
2086	6.097411579
2087	6.097323229
2088	6.097060023
2089	6.096874012
2090	6.096504572
2091	6.096185088
2092	6.095880395
2093	6.095623363
2094	6.095362928
2095	6.095280017
2096	6.094972072
2097	6.094684408
2098	6.094537403
2099	6.094367122
2100	6.094107086
2101	6.093977186
2102	6.093773088
2103	6.093514156
2104	6.093238315
2105	6.093163498
2106	6.092789105
2107	6.092512717
2108	6.092187934
2109	6.091963859
2110	6.091785833
2111	6.091678869
2112	6.091365624
2113	6.091102916
2114	6.091028822
2115	6.090801913
2116	6.090641877
2117	6.090606255
2118	6.090554187
2119	6.090296457
2120	6.09013935
2121	6.090084467
2122	6.089722752
2123	6.08962225
2124	6.089509674
2125	6.089387171
2126	6.089206955
2127	6.088835892
2128	6.088462185
2129	6.088221386
2130	6.087919128
2131	6.087707831
2132	6.087240632
2133	6.087085036
2134	6.087003982
2135	6.086953829
2136	6.086865903
2137	6.086777142
2138	6.086649406
2139	6.086359657
2140	6.086293313
2141	6.08620938
2142	6.085984589
2143	6.085793385
2144	6.085457433
2145	6.08530223
2146	6.085100512
2147	6.084886516
2148	6.084355638
2149	6.084164277
2150	6.084066676
2151	6.083879681
2152	6.083829067
2153	6.083520976
2154	6.083362601
2155	6.083103527
2156	6.082925623
2157	6.082753003
2158	6.08251705
2159	6.082460244
2160	6.082408255
2161	6.082214339
2162	6.082180647
2163	6.081964113
2164	6.081869829
2165	6.081686654
2166	6.081457075
2167	6.081369362
2168	6.081168127
2169	6.080958339
2170	6.080768987
2171	6.080617923
2172	6.080556599
2173	6.080471091
2174	6.080269973
2175	6.080055135
2176	6.080019263
2177	6.079822879
2178	6.079736215
2179	6.079510513
2180	6.079264511
2181	6.079027263
2182	6.07882136
2183	6.078639161
2184	6.078369037
2185	6.078186971
2186	6.077811659
2187	6.077743947
2188	6.077665489
2189	6.077582778
2190	6.077406767
2191	6.077223778
2192	6.077172629
2193	6.077073632
2194	6.076904119
2195	6.076849954
2196	6.076734327
2197	6.076678397
2198	6.076562326
2199	6.076447363
2200	6.07626472
2201	6.076129067
2202	6.07605147
2203	6.07589416
2204	6.075829731
2205	6.075435992
2206	6.075085273
2207	6.074971641
2208	6.074786346
2209	6.074605571
2210	6.074535123
2211	6.07426778
2212	6.07422228
2213	6.073954943
2214	6.073872849
2215	6.073718984
2216	6.073651839
2217	6.073417816
2218	6.073165248
2219	6.073073868
2220	6.072877043
2221	6.072826155
2222	6.072764481
2223	6.072614844
2224	6.072476916
2225	6.072161878
2226	6.072078845
2227	6.071713455
2228	6.071483026
2229	6.071348021
2230	6.071185385
2231	6.07102397
2232	6.070922154
2233	6.070841904
2234	6.070609872
2235	6.070519322
2236	6.070365466
2237	6.070275721
2238	6.070205568
2239	6.069931974
2240	6.069789475
2241	6.069649152
2242	6.069590912
2243	6.069361213
2244	6.069283456
2245	6.069122381
2246	6.069060025
2247	6.068987493
2248	6.068907956
2249	6.068851409
2250	6.068581054
2251	6.068378273
2252	6.068140457
2253	6.0680898
2254	6.067825442
2255	6.067720232
2256	6.06766309
2257	6.067583645
2258	6.067500023
2259	6.067452325
2260	6.067106699
2261	6.067010323
2262	6.066771386
2263	6.066499002
2264	6.066404133
2265	6.066284152
2266	6.066213349
2267	6.066090954
2268	6.06583207
2269	6.065531704
2270	6.065360618
2271	6.065106805
2272	6.064984566
2273	6.064706044
2274	6.064515725
2275	6.064334357
2276	6.064092758
2277	6.063853791
2278	6.063797299
2279	6.063446247
2280	6.063205177
2281	6.062969287
2282	6.062919712
2283	6.062691858
2284	6.062502328
2285	6.062405337
2286	6.062152602
2287	6.062113356
2288	6.06187268
2289	6.061791424
2290	6.061697629
2291	6.061628557
2292	6.061537118
2293	6.061254032
2294	6.06116322
2295	6.061100428
2296	6.060981918
2297	6.060812064
2298	6.060615874
2299	6.060537002
2300	6.060351322
2301	6.060312006
2302	6.060231552
2303	6.06009905
2304	6.059911411
2305	6.059861678
2306	6.059626955
2307	6.059473454
2308	6.059417216
2309	6.059289549
2310	6.058846139
2311	6.058799118
2312	6.058666381
2313	6.058488483
2314	6.058352032
2315	6.058289908
2316	6.058242046
2317	6.058132368
2318	6.058078848
2319	6.057818112
2320	6.057639854
2321	6.057428393
2322	6.057356521
2323	6.057278104
2324	6.057050807
2325	6.056815309
2326	6.056660264
2327	6.056452686
2328	6.056235154
2329	6.056019695
2330	6.055613379
2331	6.055444716
2332	6.055198663
2333	6.055039515
2334	6.054647828
2335	6.054587827
2336	6.054480977
2337	6.054264606
2338	6.054175173
2339	6.054061369
2340	6.053806908
2341	6.053642274
2342	6.053472932
2343	6.053293287
2344	6.053125569
2345	6.052804499
2346	6.052718535
2347	6.052383384
2348	6.052077997
2349	6.051949269
2350	6.051842884
2351	6.051715405
2352	6.051521418
2353	6.051207314
2354	6.051018194
2355	6.050613567
2356	6.050431854
2357	6.05038518
2358	6.050052161
2359	6.050004296
2360	6.04978204
2361	6.049422422
2362	6.04915718
2363	6.0490086
2364	6.04881938
2365	6.048625851
2366	6.048445365
2367	6.048402078
2368	6.048252533
2369	6.048055722
2370	6.04800899
2371	6.047847051
2372	6.047472842
2373	6.047285012
2374	6.047097102
2375	6.046853972
2376	6.046738944
2377	6.046541562
2378	6.046420148
2379	6.046232482
2380	6.046136331
2381	6.045955709
2382	6.04577214
2383	6.045706728
2384	6.045515277
2385	6.045321778
2386	6.045272094
2387	6.045227605
2388	6.045011049
2389	6.044736067
2390	6.044526482
2391	6.044345689
2392	6.044127844
2393	6.043982549
2394	6.043935444
2395	6.04388145
2396	6.04372359
2397	6.043506026
2398	6.043310108
2399	6.043255791
2400	6.043212562
2401	6.04289474
2402	6.042832394
2403	6.042693044
2404	6.042607473
2405	6.042557096
2406	6.042463844
2407	6.042164511
2408	6.041984958
2409	6.041810629
2410	6.041784889
2411	6.041461906
2412	6.041425734
2413	6.041309754
2414	6.041268163
2415	6.04124514
2416	6.04093906
2417	6.040747695
2418	6.040651219
2419	6.04043964
2420	6.040188391
2421	6.040044509
2422	6.039741128
2423	6.039477073
2424	6.039417365
2425	6.039216288
2426	6.039104327
2427	6.039032566
2428	6.038866487
2429	6.038668255
2430	6.03836688
2431	6.038095564
2432	6.037845009
2433	6.037745688
2434	6.037535126
2435	6.037464866
2436	6.037424347
2437	6.037255237
2438	6.037173251
2439	6.037131094
2440	6.036944773
2441	6.036813065
2442	6.036750028
2443	6.036703478
2444	6.036386313
2445	6.036186745
2446	6.035979372
2447	6.035933573
2448	6.035834075
2449	6.035387964
2450	6.035195378
2451	6.035090884
2452	6.034776053
2453	6.034703786
2454	6.034395959
2455	6.034314983
2456	6.034253761
2457	6.034214652
2458	6.033999925
2459	6.033801454
2460	6.033748396
2461	6.033704039
2462	6.033648541
2463	6.033571422
2464	6.03343014
2465	6.03312478
2466	6.032918129
2467	6.032732735
2468	6.032669953
2469	6.032487758
2470	6.032430677
2471	6.032260273
2472	6.032060778
2473	6.031744107
2474	6.03153188
2475	6.031481193
2476	6.031192749
2477	6.03115751
2478	6.030941803
2479	6.030833908
2480	6.030797688
2481	6.030669056
2482	6.030582972
2483	6.030423989
2484	6.030256692
2485	6.0300145
2486	6.029867157
2487	6.029820398
2488	6.02966335
2489	6.029610722
2490	6.029560404
2491	6.029365352
2492	6.029328467
2493	6.029114051
2494	6.028976254
2495	6.028845717
2496	6.028744624
2497	6.028528685
2498	6.028370206
2499	6.028193877
2500	6.028045607
2501	6.027937464
2502	6.027676158
2503	6.02763953
2504	6.027577518
2505	6.027372289
2506	6.027292089
2507	6.027214518
2508	6.027018535
2509	6.026828635
2510	6.026551918
2511	6.026497155
2512	6.026269265
2513	6.026174224
2514	6.02611681
2515	6.025795424
2516	6.025737465
2517	6.025593897
2518	6.025211543
2519	6.025146144
2520	6.025090986
2521	6.024977162
2522	6.024845077
2523	6.024783882
2524	6.024487388
2525	6.02417217
2526	6.024016145
2527	6.023780868
2528	6.023742487
2529	6.02363974
2530	6.02346799
2531	6.023396061
2532	6.023343835
2533	6.023211126
2534	6.022898397
2535	6.022614827
2536	6.022544001
2537	6.022330191
2538	6.022084379
2539	6.021943714
2540	6.021760529
2541	6.021718079
2542	6.021555934
2543	6.021498813
2544	6.021454501
2545	6.021436288
2546	6.021306329
2547	6.0211595
2548	6.021081875
2549	6.021047532
2550	6.020992803
2551	6.020860021
2552	6.020654876
2553	6.020399447
2554	6.020168705
2555	6.020094157
2556	6.020005904
2557	6.019668975
2558	6.019571118
2559	6.019519182
2560	6.019392434
2561	6.019172034
2562	6.019068215
2563	6.018934284
2564	6.018583378
2565	6.018543357
2566	6.018480194
2567	6.018300511
2568	6.018113885
2569	6.018069283
2570	6.017934681
2571	6.017901105
2572	6.017740436
2573	6.017568194
2574	6.017472657
2575	6.017290291
2576	6.017123172
2577	6.016942189
2578	6.016600846
2579	6.016300006
2580	6.016262448
2581	6.016227392
2582	6.016146989
2583	6.015957782
2584	6.015628997
2585	6.015566249
2586	6.015333131
2587	6.015137851
2588	6.015014409
2589	6.014886323
2590	6.014649782
2591	6.014621445
2592	6.014345075
2593	6.014272115
2594	6.014157807
2595	6.014069974
2596	6.013876641
2597	6.013655454
2598	6.013608714
2599	6.013480249
2600	6.013407718
2601	6.013342669
2602	6.013305007
2603	6.013126084
2604	6.013083844
2605	6.012746136
2606	6.012569734
2607	6.012372166
2608	6.012276253
2609	6.012009597
2610	6.011834911
2611	6.011794595
2612	6.011642253
2613	6.011537277
2614	6.01136564
2615	6.011239187
2616	6.011065916
2617	6.010973427
2618	6.010851305
2619	6.010632591
2620	6.010385929
2621	6.010229583
2622	6.010107171
2623	6.01007674
2624	6.009885143
2625	6.009625578
2626	6.009554341
2627	6.00943406
2628	6.009312268
2629	6.00915806
2630	6.009116234
2631	6.009062161
2632	6.008872886
2633	6.008672678
2634	6.00853337
2635	6.00834229
2636	6.008196064
2637	6.00809185
2638	6.00798218
2639	6.007922708
2640	6.007681711
2641	6.007549543
2642	6.007365985
2643	6.007130679
2644	6.007058254
2645	6.006868157
2646	6.006489635
2647	6.006432756
2648	6.006148419
2649	6.006068442
2650	6.006046822
2651	6.006022564
2652	6.005977642
2653	6.005745056
2654	6.005709215
2655	6.005670666
2656	6.005580155
2657	6.005421986
2658	6.005290254
2659	6.005217078
2660	6.005024958
2661	6.004983578
2662	6.004792272
2663	6.004548354
2664	6.004345125
2665	6.004185448
2666	6.00410476
2667	6.003959715
2668	6.003750373
2669	6.003655017
2670	6.003377692
2671	6.003311246
2672	6.003097156
2673	6.002917874
2674	6.002641259
2675	6.002544783
2676	6.002459171
2677	6.002369619
2678	6.002255456
2679	6.002147342
2680	6.001959468
2681	6.001767557
2682	6.001580424
2683	6.001416108
2684	6.001319003
2685	6.001005353
2686	6.000948271
2687	6.000774
2688	6.000502868
2689	6.000355823
2690	6.000262498
2691	6.00018457
2692	6.000114551
2693	5.999930344
2694	5.999800541
2695	5.999735271
2696	5.999458728
2697	5.999197011
2698	5.999010517
2699	5.998879978
2700	5.998814086
2701	5.998739398
2702	5.998431004
2703	5.99825294
2704	5.998117565
2705	5.998068996
2706	5.997832773
2707	5.997757055
2708	5.997545517
2709	5.997250491
2710	5.997055829
2711	5.997000059
2712	5.996929546
2713	5.996723258
2714	5.996601729
2715	5.996481868
2716	5.99626264
2717	5.996037538
2718	5.995930485
2719	5.995703161
2720	5.99542907
2721	5.99534864
2722	5.995220867
2723	5.995096076
2724	5.994888128
2725	5.994754095
2726	5.994563324
2727	5.994391213
2728	5.994279417
2729	5.994223283
2730	5.994074044
2731	5.993952756
2732	5.993777092
2733	5.993613313
2734	5.993538121
2735	5.993378354
2736	5.993190631
2737	5.993141483
2738	5.993095535
2739	5.992865415
2740	5.992753342
2741	5.992631617
2742	5.992554553
2743	5.992434228
2744	5.992245157
2745	5.992090798
2746	5.991959859
2747	5.99181552
2748	5.99164365
2749	5.99147043
2750	5.991256506
2751	5.99117642
2752	5.991005139
2753	5.990750999
2754	5.990567136
2755	5.990356589
2756	5.990266382
2757	5.990101348
2758	5.990037112
2759	5.990003387
2760	5.989837846
2761	5.989756248
2762	5.989500091
2763	5.98927278
2764	5.989101089
2765	5.988931578
2766	5.988856824
2767	5.988835563
2768	5.988724993
2769	5.988643638
2770	5.988446919
2771	5.988388642
2772	5.988331792
2773	5.988276112
2774	5.988208086
2775	5.988092213
2776	5.988037601
2777	5.987878891
2778	5.987672092
2779	5.987626421
2780	5.987604235
2781	5.987557209
2782	5.987526606
2783	5.987419108
2784	5.987343224
2785	5.987198904
2786	5.987156121
2787	5.987085592
2788	5.986855319
2789	5.986663657
2790	5.986470675
2791	5.986429708
2792	5.986158186
2793	5.986122462
2794	5.985919826
2795	5.985754869
2796	5.985608998
2797	5.985556127
2798	5.985479151
2799	5.985369632
2800	5.985248181
2801	5.98510151
2802	5.984932262
2803	5.984867361
2804	5.98482401
2805	5.984648326
2806	5.98450621
2807	5.984387397
2808	5.984236708
2809	5.984018624
2810	5.983962978
2811	5.983918478
2812	5.983869011
2813	5.983752753
2814	5.983639308
2815	5.983467359
2816	5.983284604
2817	5.98305221
2818	5.982954367
2819	5.982912331
2820	5.98288219
2821	5.982774004
2822	5.982716305
2823	5.982591421
2824	5.982511306
2825	5.982457457
2826	5.982291318
2827	5.982229314
2828	5.982134607
2829	5.98208534
2830	5.981916881
2831	5.981873062
2832	5.981826919
2833	5.981734934
2834	5.981522974
2835	5.981462322
2836	5.981406212
2837	5.98127758
2838	5.981220351
2839	5.981148733
2840	5.981067694
2841	5.980893213
2842	5.98084617
2843	5.98078691
2844	5.980767397
2845	5.980675445
2846	5.980452903
2847	5.980164357
2848	5.97992733
2849	5.979764267
2850	5.979576005
2851	5.979518925
2852	5.979484691
2853	5.979335839
2854	5.979290307
2855	5.979148104
2856	5.978946196
2857	5.978886356
2858	5.978855456
2859	5.978746139
2860	5.978446057
2861	5.978262186
2862	5.978231912
2863	5.978073954
2864	5.977901332
2865	5.977707912
2866	5.977615925
2867	5.977407742
2868	5.977232639
2869	5.977151672
2870	5.976887563
2871	5.976702016
2872	5.97663913
2873	5.976501416
2874	5.976255404
2875	5.976123104
2876	5.975997616
2877	5.975938907
2878	5.975883072
2879	5.975824225
2880	5.975679014
2881	5.975632646
2882	5.975443114
2883	5.97529058
2884	5.97523701
2885	5.975198441
2886	5.975138161
2887	5.974993831
2888	5.97489886
2889	5.974708195
2890	5.974666826
2891	5.974619241
2892	5.974584341
2893	5.974491282
2894	5.974283547
2895	5.974248002
2896	5.974197569
2897	5.974168372
2898	5.974010759
2899	5.973874889
2900	5.973792116
2901	5.973743668
2902	5.973595672
2903	5.97346647
2904	5.97326116
2905	5.973078037
2906	5.97283692
2907	5.972724173
2908	5.972662898
2909	5.972596914
2910	5.97248898
2911	5.972449342
2912	5.972311671
2913	5.97219322
2914	5.9720649
2915	5.971842949
2916	5.971775925
2917	5.97161886
2918	5.97159295
2919	5.971522257
2920	5.971423855
2921	5.971206239
2922	5.971136495
2923	5.971081014
2924	5.971045163
2925	5.970995449
2926	5.970939708
2927	5.970891636
2928	5.970829702
2929	5.970688214
2930	5.97063726
2931	5.970604181
2932	5.970495414
2933	5.970278
2934	5.970215661
2935	5.970149917
2936	5.970061227
2937	5.969894813
2938	5.969829399
2939	5.969690637
2940	5.969593825
2941	5.969547034
2942	5.969442505
2943	5.969409766
2944	5.969361578
2945	5.969331495
2946	5.96929719
2947	5.969222827
2948	5.969082591
2949	5.969028318
2950	5.968844408
2951	5.968701842
2952	5.968563836
2953	5.968516272
2954	5.968366045
2955	5.968307073
2956	5.96817738
2957	5.968033207
2958	5.967863881
2959	5.967749512
2960	5.967549086
2961	5.967391497
2962	5.967319277
2963	5.967270384
2964	5.967059895
2965	5.966937884
2966	5.966701238
2967	5.96650001
2968	5.966281796
2969	5.966135748
2970	5.966003151
2971	5.965870922
2972	5.96567764
2973	5.965617192
2974	5.965472854
2975	5.965433097
2976	5.965233306
2977	5.965094984
2978	5.964868946
2979	5.964667836
2980	5.96455548
2981	5.964497538
2982	5.964427222
2983	5.964219009
2984	5.964109886
2985	5.963913842
2986	5.963811037
2987	5.963570766
2988	5.963453149
2989	5.963424812
2990	5.963273907
2991	5.963090602
2992	5.962804011
2993	5.962760282
2994	5.962618239
2995	5.962446557
2996	5.962179866
2997	5.962103455
2998	5.961911959
2999	5.961792025
3000	5.961685038
3001	5.961435565
3002	5.961315793
3003	5.96124764
3004	5.961158852
3005	5.961108766
3006	5.960938375
3007	5.96087196
3008	5.960690886
3009	5.960648303
3010	5.960586764
3011	5.960409742
3012	5.960348577
3013	5.960201745
3014	5.960040853
3015	5.959880587
3016	5.959851162
3017	5.959648411
3018	5.959560131
3019	5.959399438
3020	5.959228665
3021	5.959199405
3022	5.959059551
3023	5.958913077
3024	5.958866081
3025	5.95877294
3026	5.958708424
3027	5.958566432
3028	5.95838618
3029	5.958262744
3030	5.958210843
3031	5.958030727
3032	5.957881997
3033	5.957761306
3034	5.957632299
3035	5.957566296
3036	5.957387113
3037	5.957301574
3038	5.957220448
3039	5.957189592
3040	5.957110369
3041	5.957059718
3042	5.956887454
3043	5.956845539
3044	5.95666806
3045	5.956513074
3046	5.956435327
3047	5.95625459
3048	5.956228804
3049	5.956192114
3050	5.956086773
3051	5.956006757
3052	5.955902047
3053	5.955784409
3054	5.955724318
3055	5.95558973
3056	5.955480654
3057	5.955422933
3058	5.9552507
3059	5.955097948
3060	5.955058312
3061	5.954912971
3062	5.954731927
3063	5.954626225
3064	5.954424808
3065	5.954256277
3066	5.954016961
3067	5.953812653
3068	5.953761277
3069	5.953644016
3070	5.953555976
3071	5.953406552
3072	5.953356506
3073	5.953181706
3074	5.952941881
3075	5.952883644
3076	5.952718525
3077	5.952575494
3078	5.952315826
3079	5.952287821
3080	5.95210069
3081	5.951911126
3082	5.951857552
3083	5.951807773
3084	5.951699358
3085	5.951554358
3086	5.951520987
3087	5.951457115
3088	5.951290642
3089	5.951247726
3090	5.951199138
3091	5.951056577
3092	5.950897963
3093	5.950740242
3094	5.950690884
3095	5.950591879
3096	5.950411549
3097	5.950328833
3098	5.950133452
3099	5.9499725
3100	5.949818283
3101	5.949644698
3102	5.949556025
3103	5.949429112
3104	5.949181084
3105	5.948984269
3106	5.948952047
3107	5.948921821
3108	5.948865571
3109	5.948743873
3110	5.94860089
3111	5.948457208
3112	5.948313402
3113	5.947987953
3114	5.94783054
3115	5.947696446
3116	5.947535344
3117	5.947431423
3118	5.947210811
3119	5.947110624
3120	5.947021581
3121	5.946893437
3122	5.946781296
3123	5.946626733
3124	5.946487866
3125	5.946261382
3126	5.946227114
3127	5.946104817
3128	5.94605155
3129	5.945927267
3130	5.945848121
3131	5.945818514
3132	5.945717705
3133	5.945649012
3134	5.945589506
3135	5.945349935
3136	5.945301812
3137	5.945191525
3138	5.94514757
3139	5.944990812
3140	5.944852603
3141	5.944699854
3142	5.944523631
3143	5.944450785
3144	5.944305083
3145	5.944096761
3146	5.944064783
3147	5.943907009
3148	5.943712055
3149	5.943675084
3150	5.943634032
3151	5.943593583
3152	5.943473821
3153	5.943308456
3154	5.943179104
3155	5.942961874
3156	5.942809793
3157	5.942684873
3158	5.942651609
3159	5.942509713
3160	5.94247436
3161	5.942433917
3162	5.942281532
3163	5.942037842
3164	5.94200177
3165	5.94178485
3166	5.941605137
3167	5.941492456
3168	5.941337446
3169	5.941160445
3170	5.941032869
3171	5.940842772
3172	5.940672604
3173	5.940465708
3174	5.940365499
3175	5.940247103
3176	5.940180807
3177	5.940075306
3178	5.940019926
3179	5.939905638
3180	5.939878298
3181	5.939793045
3182	5.939573048
3183	5.939438083
3184	5.939321202
3185	5.939151869
3186	5.939062596
3187	5.938954725
3188	5.938900934
3189	5.938766988
3190	5.938736226
3191	5.938550749
3192	5.938412369
3193	5.938349622
3194	5.938308444
3195	5.938133496
3196	5.937884644
3197	5.937854574
3198	5.937744286
3199	5.937665106
3200	5.937488901
3201	5.937352364
3202	5.937285632
3203	5.937169822
3204	5.937084186
3205	5.937057776
3206	5.936973131
3207	5.936846176
3208	5.936681174
3209	5.936619253
3210	5.936580576
3211	5.936375408
3212	5.936318202
3213	5.936280887
3214	5.936220941
3215	5.935995015
3216	5.935826813
3217	5.935787178
3218	5.935602489
3219	5.935452521
