iter	MAE
142	7.523423581
143	7.513314453
144	7.504627228
145	7.495151201
146	7.487334514
147	7.479676803
148	7.471187893
149	7.461763675
150	7.452529648
151	7.442497745
152	7.433373293
153	7.425330036
154	7.416399249
155	7.410082033
156	7.401051082
157	7.395191295
158	7.384193561
159	7.376109212
160	7.370378368
161	7.364701394
162	7.358334481
163	7.353002237
164	7.347052412
165	7.341818139
166	7.333480822
167	7.327565851
168	7.318717363
169	7.313835798
170	7.309013305
171	7.303608608
172	7.293401782
173	7.283176903
174	7.278280067
175	7.273938535
176	7.26996513
177	7.263839011
178	7.256165676
179	7.249319388
180	7.242740724
181	7.237804633
182	7.232409911
183	7.223568625
184	7.214060882
185	7.20741214
186	7.199056637
187	7.193559703
188	7.187635811
189	7.181020864
190	7.177366491
191	7.173698437
192	7.169524787
193	7.164773668
194	7.161458484
195	7.157890038
196	7.150312011
197	7.145750501
198	7.142548211
199	7.138751011
200	7.135025375
201	7.131225795
202	7.128181642
203	7.124411303
204	7.121438064
205	7.116282858
206	7.112066639
207	7.109396873
208	7.103936108
209	7.098883095
210	7.094506644
211	7.090691883
212	7.084117519
213	7.080867014
214	7.077610312
215	7.072232858
216	7.06892083
217	7.066228418
218	7.063855479
219	7.060539898
220	7.057387709
221	7.051366329
222	7.047818035
223	7.040985869
224	7.036181124
225	7.033777808
226	7.030833235
227	7.028475174
228	7.024164548
229	7.020629696
230	7.017769687
231	7.012588486
232	7.010020082
233	7.007351458
234	7.001404589
235	6.996349586
236	6.994097653
237	6.989948159
238	6.987999653
239	6.986326556
240	6.982996832
241	6.981056427
242	6.978702311
243	6.974896019
244	6.97277055
245	6.971051286
246	6.969265965
247	6.967533627
248	6.963717809
249	6.959848575
250	6.958191212
251	6.955312065
252	6.951503286
253	6.948543937
254	6.945010323
255	6.943209969
256	6.93960964
257	6.938057201
258	6.935793791
259	6.934336625
260	6.931662869
261	6.930362513
262	6.927605364
263	6.925897446
264	6.924394707
265	6.922930626
266	6.920301408
267	6.918958112
268	6.915388244
269	6.91389664
270	6.911402235
271	6.907145575
272	6.905889281
273	6.902283849
274	6.90066346
275	6.899441989
276	6.896743076
277	6.893873877
278	6.892497203
279	6.890280628
280	6.88886131
281	6.887026541
282	6.882803189
283	6.881419066
284	6.880398546
285	6.879151649
286	6.877896287
287	6.875450179
288	6.874434643
289	6.871501559
290	6.870499367
291	6.869155437
292	6.867949342
293	6.865733192
294	6.864906706
295	6.862572069
296	6.861433342
297	6.859006841
298	6.8579031
299	6.856975879
300	6.852144836
301	6.851545644
302	6.850341741
303	6.849680011
304	6.84868324
305	6.847574009
306	6.84489661
307	6.841416959
308	6.839949552
309	6.837915486
310	6.837178425
311	6.836239878
312	6.835664201
313	6.835197839
314	6.834570465
315	6.834203567
316	6.83366512
317	6.831931634
318	6.830588122
319	6.829988376
320	6.82811432
321	6.827689107
322	6.827073653
323	6.826592861
324	6.823404558
325	6.821129548
326	6.819908799
327	6.819412893
328	6.818862097
329	6.817211778
330	6.816394155
331	6.815792733
332	6.815259504
333	6.814546021
334	6.813078681
335	6.811174171
336	6.810716623
337	6.808660739
338	6.808255268
339	6.807922123
340	6.807460301
341	6.804513866
342	6.804031203
343	6.803439784
344	6.801604254
345	6.801108032
346	6.800152862
347	6.799675217
348	6.799073555
349	6.79884125
350	6.79822773
351	6.795932677
352	6.793959253
353	6.793334112
354	6.79284157
355	6.792580173
356	6.790445268
357	6.78947197
358	6.788913091
359	6.788450323
360	6.787718402
361	6.786442933
362	6.7852846
363	6.784862005
364	6.784043525
365	6.783127311
366	6.782772171
367	6.782073598
368	6.781718496
369	6.781051432
370	6.778835266
371	6.775590999
372	6.77496546
373	6.77350474
374	6.773393882
375	6.773133224
376	6.770699595
377	6.770378163
378	6.770152977
379	6.769826113
380	6.769557262
381	6.76922545
382	6.768932326
383	6.768266622
384	6.768064032
385	6.767820106
386	6.765485427
387	6.764042882
388	6.761458142
389	6.760657347
390	6.759964084
391	6.757769812
392	6.757246761
393	6.75695097
394	6.756702
395	6.756357503
396	6.756019531
397	6.755455808
398	6.754447363
399	6.754165645
400	6.753620077
401	6.753177543
402	6.752920938
403	6.7505223
404	6.748994247
405	6.748744032
406	6.74853252
407	6.748153995
408	6.74683949
409	6.745471757
410	6.744294618
411	6.743931509
412	6.742320969
413	6.741132964
414	6.740733349
415	6.739510409
416	6.73817543
417	6.737711096
418	6.737027915
419	6.736636906
420	6.735580847
421	6.734129553
422	6.733554094
423	6.732813833
424	6.732650552
425	6.732547346
426	6.732162692
427	6.731699609
428	6.731098824
429	6.730069756
430	6.728640932
431	6.727607782
432	6.727189831
433	6.726761881
434	6.726482303
435	6.725840609
436	6.723775865
437	6.722632958
438	6.721806079
439	6.720361793
440	6.72018584
441	6.719083481
442	6.718885242
443	6.717392976
444	6.716800462
445	6.715512023
446	6.714291559
447	6.712662751
448	6.711416078
449	6.710896579
450	6.708319886
451	6.708164528
452	6.707660117
453	6.707509252
454	6.706746461
455	6.705761642
456	6.705081566
457	6.704061593
458	6.702733815
459	6.701376065
460	6.699389676
461	6.698961212
462	6.696941774
463	6.696159488
464	6.695268879
465	6.693303347
466	6.692953717
467	6.692049177
468	6.691966713
469	6.691070223
470	6.690130548
471	6.689939014
472	6.68819479
473	6.687944593
474	6.687184579
475	6.686354826
476	6.685607344
477	6.6852271
478	6.68442388
479	6.68272416
480	6.681439142
481	6.680780785
482	6.68003552
483	6.678354662
484	6.677753071
485	6.676723651
486	6.676143581
487	6.676067814
488	6.675902349
489	6.675592294
490	6.67402124
491	6.67305156
492	6.672367735
493	6.671918227
494	6.671812198
495	6.670513119
496	6.668618421
497	6.668467442
498	6.668298156
499	6.668138301
500	6.667856087
501	6.66778389
502	6.667582774
503	6.667186572
504	6.667121562
505	6.666534498
506	6.666077103
507	6.664996652
508	6.664768436
509	6.664252131
510	6.663858729
511	6.662757226
512	6.661983693
513	6.661797783
514	6.660216751
515	6.658972778
516	6.658739043
517	6.658564679
518	6.657977849
519	6.657717803
520	6.654525819
521	6.654203717
522	6.652704417
523	6.652170859
524	6.651831195
525	6.651537425
526	6.649656556
527	6.648793495
528	6.648654096
529	6.648314265
530	6.648154801
531	6.647838577
532	6.646794655
533	6.646054204
534	6.645447742
535	6.645160336
536	6.645160194
537	6.644885237
538	6.644072495
539	6.64339806
540	6.640808628
541	6.640216749
542	6.639982722
543	6.637623784
544	6.636850618
545	6.633905871
546	6.633417343
547	6.63140214
548	6.630927678
549	6.630457539
550	6.629791696
551	6.627825134
552	6.627364618
553	6.626947501
554	6.623808724
555	6.623644389
556	6.622941162
557	6.62246998
558	6.620592032
559	6.619987145
560	6.617523742
561	6.61711379
562	6.615120614
563	6.614186009
564	6.61363573
565	6.612255681
566	6.612037784
567	6.611573438
568	6.61104809
569	6.610336585
570	6.609988423
571	6.609195476
572	6.608792743
573	6.608140201
574	6.606145133
575	6.605691944
576	6.604519701
577	6.601669962
578	6.600405637
579	6.600115437
580	6.599430956
581	6.598803584
582	6.59804969
583	6.59693744
584	6.596937164
585	6.596352857
586	6.595855679
587	6.5955877
588	6.595227163
589	6.592503358
590	6.591800988
591	6.591392342
592	6.589126456
593	6.587066352
594	6.58532152
595	6.585320955
596	6.584689036
597	6.584114215
598	6.583095472
599	6.582627364
600	6.582209557
601	6.580153461
602	6.579476466
603	6.579068458
604	6.578603888
605	6.576496352
606	6.574249407
607	6.573634763
608	6.573404119
609	6.572776683
610	6.570593792
611	6.568986078
612	6.568723438
613	6.568723383
614	6.568412579
615	6.567940914
616	6.567319147
617	6.566667285
618	6.565207222
619	6.564600702
620	6.564023897
621	6.563523712
622	6.563057713
623	6.562731646
624	6.56245421
625	6.561863769
626	6.561150819
627	6.560079932
628	6.559695326
629	6.559039121
630	6.558647667
631	6.557217198
632	6.556957325
633	6.555881314
634	6.555365281
635	6.555364632
636	6.555100176
637	6.554498962
638	6.552746862
639	6.552515325
640	6.552049079
641	6.551349436
642	6.550697979
643	6.549095562
644	6.548735984
645	6.547355213
646	6.546986192
647	6.545304931
648	6.545033135
649	6.544828831
650	6.54410425
651	6.543714124
652	6.543706698
653	6.543419119
654	6.543162156
655	6.541854566
656	6.541415258
657	6.541018996
658	6.540012798
659	6.539022834
660	6.537278912
661	6.537278264
662	6.53672297
663	6.536252577
664	6.53467103
665	6.534670974
666	6.533477063
667	6.531851469
668	6.531384129
669	6.530935343
670	6.529259106
671	6.528957447
672	6.528142259
673	6.52658068
674	6.525895344
675	6.524839234
676	6.524092334
677	6.523399137
678	6.523075426
679	6.522383033
680	6.522382926
681	6.522382739
682	6.522049136
683	6.52035062
684	6.519589444
685	6.519202478
686	6.518176424
687	6.517239429
688	6.51687528
689	6.516629593
690	6.515689951
691	6.515478736
692	6.515477004
693	6.515235923
694	6.514893169
695	6.514138787
696	6.513840393
697	6.51281715
698	6.512522605
699	6.512237214
700	6.510987715
701	6.510622457
702	6.5102187
703	6.509002461
704	6.507734355
705	6.506249536
706	6.505146321
707	6.504987864
708	6.504306197
709	6.504069558
710	6.503959539
711	6.503322106
712	6.502893241
713	6.502343682
714	6.502149595
715	6.500477445
716	6.498933836
717	6.498636812
718	6.497511846
719	6.49628575
720	6.495107345
721	6.494885022
722	6.494233645
723	6.493099524
724	6.492365442
725	6.491148029
726	6.490925049
727	6.489613009
728	6.488583402
729	6.488205701
730	6.487091196
731	6.485609105
732	6.483866342
733	6.482601397
734	6.481710077
735	6.481445668
736	6.48067795
737	6.479867168
738	6.479592282
739	6.47905795
740	6.478700817
741	6.478370548
742	6.47808396
743	6.477759831
744	6.47626708
745	6.475290963
746	6.47469156
747	6.473056249
748	6.472059936
749	6.47163737
750	6.47091342
751	6.470643863
752	6.469700477
753	6.469436249
754	6.469226299
755	6.468326918
756	6.467847333
757	6.466858319
758	6.466310863
759	6.465697567
760	6.465077013
761	6.464500479
762	6.464251908
763	6.463773728
764	6.462889679
765	6.462353747
766	6.461988322
767	6.461439413
768	6.460886961
769	6.460376832
770	6.459880652
771	6.459455522
772	6.458883266
773	6.458562839
774	6.458230524
775	6.457678171
776	6.4567612
777	6.456262243
778	6.455834474
779	6.454714877
780	6.454414551
781	6.453588404
782	6.45320252
783	6.452344857
784	6.451972787
785	6.451593573
786	6.451179791
787	6.451066802
788	6.450006299
789	6.449934378
790	6.449093676
791	6.448709658
792	6.448548003
793	6.448033493
794	6.447978785
795	6.447718306
796	6.447511976
797	6.44741513
798	6.447070297
799	6.446330356
800	6.445902406
801	6.445766675
802	6.44479216
803	6.444645115
804	6.44449603
805	6.444152998
806	6.444012909
807	6.443766593
808	6.443335857
809	6.443074455
810	6.44273224
811	6.442101118
812	6.441450024
813	6.441068279
814	6.440680027
815	6.44024523
816	6.439632492
817	6.438599606
818	6.438357397
819	6.438079925
820	6.437936803
821	6.437757202
822	6.437314379
823	6.435934152
824	6.435653371
825	6.435494759
826	6.435201448
827	6.435042243
828	6.43461369
829	6.434159933
830	6.434039417
831	6.43336229
832	6.432822317
833	6.432082323
834	6.431883168
835	6.431673765
836	6.431538546
837	6.43139825
838	6.43110085
839	6.430904252
840	6.43081034
841	6.430529141
842	6.430144381
843	6.429129626
844	6.428910809
845	6.428724599
846	6.428279112
847	6.427828936
848	6.427583155
849	6.427454517
850	6.427377023
851	6.427113642
852	6.426796239
853	6.42636019
854	6.42607671
855	6.42577645
856	6.425684107
857	6.425496226
858	6.425222867
859	6.425043141
860	6.42420248
861	6.424041819
862	6.42385281
863	6.423415455
864	6.423000432
865	6.422857594
866	6.421636553
867	6.421431621
868	6.420976477
869	6.420633689
870	6.420171107
871	6.420028626
872	6.41957202
873	6.41865787
874	6.418487353
875	6.417622046
876	6.417180732
877	6.41654823
878	6.41591578
879	6.415515212
880	6.415017115
881	6.41386486
882	6.413133938
883	6.412995728
884	6.412842683
885	6.412281579
886	6.411601431
887	6.411432003
888	6.410893811
889	6.410349225
890	6.410142244
891	6.409032587
892	6.40859263
893	6.407531728
894	6.407254521
895	6.406780396
896	6.406221605
897	6.405220322
898	6.404581232
899	6.404334439
900	6.403883225
901	6.40320378
902	6.402760975
903	6.402594595
904	6.402451459
905	6.401773553
906	6.401334549
907	6.400879837
908	6.3999427
909	6.399663668
910	6.398340849
911	6.39754559
912	6.396833705
913	6.396569956
914	6.395814752
915	6.395358438
916	6.394551081
917	6.393649779
918	6.393233698
919	6.393039252
920	6.392788751
921	6.392455612
922	6.391959716
923	6.391567393
924	6.391143741
925	6.390346003
926	6.389526941
927	6.389319081
928	6.389098705
929	6.388888457
930	6.388574519
931	6.388499633
932	6.388417442
933	6.388327976
934	6.388238513
935	6.388152199
936	6.388007995
937	6.387852218
938	6.387776104
939	6.387698962
940	6.387562049
941	6.387415092
942	6.387288999
943	6.387167283
944	6.387035881
945	6.386970406
946	6.386845678
947	6.386729101
948	6.38657653
949	6.386431226
950	6.386368879
951	6.386308519
952	6.386260514
953	6.386136479
954	6.386084527
955	6.385965317
956	6.385833606
957	6.385718618
958	6.385670857
959	6.385494138
960	6.385452323
961	6.38536389
962	6.385320357
963	6.385185348
964	6.385148455
965	6.385081987
966	6.3849934
967	6.384950664
968	6.384910398
969	6.384778885
970	6.384743464
971	6.384653203
972	6.384347866
973	6.384052652
974	6.383779754
975	6.383571813
976	6.38325083
977	6.383100468
978	6.383025782
979	6.382987468
980	6.382934626
981	6.382878875
982	6.382797586
983	6.38267237
984	6.382533692
985	6.382484226
986	6.38241118
987	6.382364813
988	6.382175095
989	6.382137277
990	6.381978167
991	6.381916531
992	6.381824156
993	6.381751319
994	6.381661753
995	6.381593382
996	6.381447701
997	6.381374474
998	6.381333434
999	6.381281855
1000	6.38107892
1001	6.38093202
1002	6.38088051
1003	6.380782793
1004	6.380738118
1005	6.380645362
1006	6.380587036
1007	6.380521502
1008	6.380361766
1009	6.38016779
1010	6.380112088
1011	6.380077943
1012	6.379928219
1013	6.379890886
1014	6.379675368
1015	6.379440682
1016	6.379361522
1017	6.379173217
1018	6.379037112
1019	6.378959108
1020	6.378851671
1021	6.378785998
1022	6.378718158
1023	6.378627283
1024	6.378512569
1025	6.378402792
1026	6.378364827
1027	6.378092858
1028	6.378063456
1029	6.378028708
1030	6.377930428
1031	6.377804655
1032	6.377580576
1033	6.377555617
1034	6.377516308
1035	6.377470976
1036	6.377357575
1037	6.377293392
1038	6.377089533
1039	6.376821055
1040	6.376681014
1041	6.376592625
1042	6.376501828
1043	6.376384208
1044	6.376358251
1045	6.37617415
1046	6.376052601
1047	6.375883005
1048	6.375819229
1049	6.375795493
1050	6.375754378
1051	6.375738563
1052	6.375645217
1053	6.37553627
1054	6.375362454
1055	6.375347306
1056	6.375244074
1057	6.375040556
1058	6.375029421
1059	6.374988749
1060	6.374923769
1061	6.374822339
1062	6.374703179
1063	6.374664524
1064	6.374602072
1065	6.374474735
1066	6.37443742
1067	6.374270409
1068	6.374238588
1069	6.374115855
1070	6.373968913
1071	6.373950539
1072	6.373855229
1073	6.37376994
1074	6.373703443
1075	6.373670798
1076	6.373436875
1077	6.373404013
1078	6.373188849
1079	6.373155638
1080	6.372947679
1081	6.372765032
1082	6.37274037
1083	6.372375115
1084	6.372148209
1085	6.371907973
1086	6.371878397
1087	6.371827726
1088	6.371699347
1089	6.371567354
1090	6.371403929
1091	6.371353566
1092	6.371167604
1093	6.371047798
1094	6.371011473
1095	6.370983352
1096	6.370887584
1097	6.370731745
1098	6.37064589
1099	6.370520728
1100	6.370472443
1101	6.370362284
1102	6.370337258
1103	6.370292074
1104	6.3701247
1105	6.36998911
1106	6.369911035
1107	6.369808681
1108	6.369715539
1109	6.369622621
1110	6.36950507
1111	6.369424278
1112	6.369203085
1113	6.369116499
1114	6.369072575
1115	6.368909326
1116	6.368885436
1117	6.368863109
1118	6.368801204
1119	6.368735211
1120	6.368676118
1121	6.368611555
1122	6.368480302
1123	6.368326327
1124	6.368300786
1125	6.368238465
1126	6.368088235
1127	6.368064593
1128	6.367851903
1129	6.367789877
1130	6.367713574
1131	6.36765869
1132	6.367567057
1133	6.367443647
1134	6.367413219
1135	6.367269508
1136	6.367190764
1137	6.367128987
1138	6.367070708
1139	6.367030243
1140	6.366971362
1141	6.366929488
1142	6.366825024
1143	6.366771379
1144	6.366719568
1145	6.366573441
1146	6.366358968
1147	6.366154333
1148	6.365960727
1149	6.365937853
1150	6.365870332
1151	6.365614593
1152	6.365409967
1153	6.365296527
1154	6.365135591
1155	6.365088763
1156	6.364873708
1157	6.364772481
1158	6.364675829
1159	6.364439022
1160	6.364399312
1161	6.364315256
1162	6.364280432
1163	6.363948962
1164	6.363595586
1165	6.362965667
1166	6.362838824
1167	6.362756427
1168	6.362603777
1169	6.362545461
1170	6.362307283
1171	6.362232983
1172	6.361916816
1173	6.361847892
1174	6.361611322
1175	6.361096958
1176	6.360666879
1177	6.360573231
1178	6.360388242
1179	6.359942711
1180	6.359473354
1181	6.359235192
1182	6.358939569
1183	6.358837806
1184	6.358551582
1185	6.35846163
1186	6.358262573
1187	6.358124283
1188	6.357776058
1189	6.357549422
1190	6.357410567
1191	6.357316908
1192	6.357077582
1193	6.356997761
1194	6.356929717
1195	6.356818305
1196	6.356322372
1197	6.355811614
1198	6.355263105
1199	6.35515076
1200	6.355013054
1201	6.354877355
1202	6.354839771
1203	6.354721625
1204	6.354391005
1205	6.35431521
1206	6.353878756
1207	6.35346399
1208	6.353359074
1209	6.353304803
1210	6.353087744
1211	6.352901447
1212	6.352861083
1213	6.352591773
1214	6.352208644
1215	6.352037501
1216	6.351901022
1217	6.351666689
1218	6.35147825
1219	6.351226164
1220	6.350696733
1221	6.350368703
1222	6.349989603
1223	6.34982683
1224	6.349708503
1225	6.349477189
1226	6.349391867
1227	6.349028319
1228	6.3489567
1229	6.348861817
1230	6.348619646
1231	6.348479045
1232	6.348184703
1233	6.347037404
1234	6.345772069
1235	6.345579312
1236	6.345239708
1237	6.344925364
1238	6.343976557
1239	6.343625606
1240	6.343302074
1241	6.342966742
1242	6.342725102
1243	6.341809212
1244	6.340948427
1245	6.339611112
1246	6.339345794
1247	6.339109555
1248	6.338303341
1249	6.338015432
1250	6.337791644
1251	6.337566239
1252	6.336837589
1253	6.335899909
1254	6.335678268
1255	6.335402392
1256	6.334630566
1257	6.334295905
1258	6.334017553
1259	6.333813063
1260	6.3330323
1261	6.332440879
1262	6.331593941
1263	6.331391394
1264	6.331113064
1265	6.33091897
1266	6.330688955
1267	6.330507157
1268	6.329681723
1269	6.329497704
1270	6.329272288
1271	6.329011659
1272	6.328795129
1273	6.328649073
1274	6.327986215
1275	6.327162678
1276	6.326930308
1277	6.326314832
1278	6.326101421
1279	6.325881524
1280	6.32566497
1281	6.325425312
1282	6.324781047
1283	6.324012971
1284	6.322584657
1285	6.322027269
1286	6.321306665
1287	6.320096316
1288	6.319785555
1289	6.319605538
1290	6.319404496
1291	6.318526832
1292	6.317869269
1293	6.317029836
1294	6.316306065
1295	6.315625086
1296	6.315357898
1297	6.31444024
1298	6.314210558
1299	6.313675016
1300	6.313103291
1301	6.312552655
1302	6.312397907
1303	6.311986751
1304	6.311407127
1305	6.31132537
1306	6.310488789
1307	6.310270689
1308	6.310112882
1309	6.309411734
1310	6.308742369
1311	6.308638014
1312	6.308412507
1313	6.308059443
1314	6.307918715
1315	6.307695381
1316	6.307508722
1317	6.306978989
1318	6.30685163
1319	6.306671978
1320	6.305671972
1321	6.305424806
1322	6.305307971
1323	6.3049508
1324	6.304621105
1325	6.304186271
1326	6.303776028
1327	6.303648511
1328	6.303519841
1329	6.303225088
1330	6.303079397
1331	6.302890573
1332	6.302749709
1333	6.302622658
1334	6.302513383
1335	6.302335011
1336	6.302225861
1337	6.302107528
1338	6.302011272
1339	6.30188099
1340	6.301766058
1341	6.301505984
1342	6.301402958
1343	6.301295425
1344	6.301165098
1345	6.301064775
1346	6.300825131
1347	6.300551875
1348	6.300281809
1349	6.29981617
1350	6.29958228
1351	6.299484178
1352	6.29882205
1353	6.298386385
1354	6.29809553
1355	6.297875422
1356	6.297110294
1357	6.296389662
1358	6.296153014
1359	6.296042008
1360	6.295940626
1361	6.295833795
1362	6.295750851
1363	6.295646874
1364	6.295562291
1365	6.295249783
1366	6.295135696
1367	6.29503254
1368	6.294866835
1369	6.294654505
1370	6.294514696
1371	6.294321705
1372	6.294245524
1373	6.294108296
1374	6.294010539
1375	6.293819668
1376	6.293665842
1377	6.293403227
1378	6.293306881
1379	6.293069475
1380	6.292957126
1381	6.292261982
1382	6.292117225
1383	6.292024218
1384	6.291776192
1385	6.291655448
1386	6.291028868
1387	6.290820837
1388	6.290646947
1389	6.290128638
1390	6.290061252
1391	6.289736828
1392	6.288721574
1393	6.288549961
1394	6.288461703
1395	6.288357198
1396	6.288204235
1397	6.288124916
1398	6.287892549
1399	6.287704722
1400	6.287199664
1401	6.286822174
1402	6.286037412
1403	6.285144487
1404	6.284793347
1405	6.284592252
1406	6.284348524
1407	6.284223539
1408	6.284109186
1409	6.283956283
1410	6.2838246
1411	6.283328133
1412	6.283268385
1413	6.283154696
1414	6.282915939
1415	6.281955432
1416	6.281486219
1417	6.281043469
1418	6.280526532
1419	6.280343962
1420	6.280259945
1421	6.279432346
1422	6.278911691
1423	6.278594308
1424	6.278430729
1425	6.278236749
1426	6.277475612
1427	6.277093709
1428	6.276968982
1429	6.276690056
1430	6.276534421
1431	6.276341368
1432	6.276068251
1433	6.2754108
1434	6.275184704
1435	6.27506804
1436	6.274794145
1437	6.273995718
1438	6.273230263
1439	6.273161725
1440	6.272144218
1441	6.271719336
1442	6.271136908
1443	6.271063756
1444	6.271012505
1445	6.270276575
1446	6.27008795
1447	6.269959328
1448	6.269299926
1449	6.269250788
1450	6.269086322
1451	6.268930754
1452	6.26886733
1453	6.268758064
1454	6.268614604
1455	6.268483599
1456	6.268394704
1457	6.268253389
1458	6.26801024
1459	6.267870213
1460	6.267760687
1461	6.267669945
1462	6.267485817
1463	6.267314058
1464	6.267210882
1465	6.266459368
1466	6.266293807
1467	6.26607823
1468	6.266032974
1469	6.265931591
1470	6.265644775
1471	6.26548564
1472	6.264839195
1473	6.264608558
1474	6.264234511
1475	6.263814664
1476	6.263397285
1477	6.262670019
1478	6.262277608
1479	6.262148865
1480	6.262022065
1481	6.26193473
1482	6.261497159
1483	6.261424722
1484	6.261295115
1485	6.260931637
1486	6.260788752
1487	6.260614497
1488	6.260494916
1489	6.260344735
1490	6.260217161
1491	6.260103977
1492	6.259491129
1493	6.259351814
1494	6.259070326
1495	6.258940254
1496	6.258810306
1497	6.258492412
1498	6.258390801
1499	6.257899619
1500	6.257805638
1501	6.257745013
1502	6.257176422
1503	6.256877896
1504	6.256606156
1505	6.256393479
1506	6.25621018
1507	6.255973175
1508	6.255866974
1509	6.255217116
1510	6.254708117
1511	6.254655327
1512	6.25449862
1513	6.25401692
1514	6.253547306
1515	6.253104993
1516	6.25285008
1517	6.252775837
1518	6.252602801
1519	6.252509444
1520	6.2520329
1521	6.251920755
1522	6.251775155
1523	6.25172263
1524	6.251220312
1525	6.251129506
1526	6.250960025
1527	6.250504279
1528	6.2504071
1529	6.250211687
1530	6.249799514
1531	6.249627914
1532	6.249435748
1533	6.248977176
1534	6.248864382
1535	6.248159781
1536	6.247769725
1537	6.247670427
1538	6.247026409
1539	6.246885085
1540	6.246753401
1541	6.246663074
1542	6.245727159
1543	6.245357185
1544	6.245187245
1545	6.245019922
1546	6.244649479
1547	6.244486057
1548	6.244022765
1549	6.243789604
1550	6.243500195
1551	6.243349199
1552	6.243051593
1553	6.242575263
1554	6.242219845
1555	6.24210553
1556	6.241552785
1557	6.241305989
1558	6.240767873
1559	6.240567683
1560	6.239878706
1561	6.239630828
1562	6.238948857
1563	6.238333254
1564	6.237734713
1565	6.237326814
1566	6.236917216
1567	6.236301246
1568	6.235965046
1569	6.2354087
1570	6.234860244
1571	6.234654446
1572	6.234531247
1573	6.234148432
1574	6.233743881
1575	6.23346584
1576	6.233121059
1577	6.232774737
1578	6.232572072
1579	6.23201312
1580	6.231696878
1581	6.231148947
1582	6.230750412
1583	6.230179377
1584	6.229731572
1585	6.229555838
1586	6.229251398
1587	6.228853645
1588	6.228676131
1589	6.228143381
1590	6.227945513
1591	6.227721714
1592	6.227152269
1593	6.226668105
1594	6.22617768
1595	6.225831839
1596	6.225636368
1597	6.225075069
1598	6.224756347
1599	6.224579301
1600	6.224051094
1601	6.223572217
1602	6.223268535
1603	6.222814656
1604	6.222322566
1605	6.221917721
1606	6.221557039
1607	6.221249618
1608	6.221102712
1609	6.220722881
1610	6.220409111
1611	6.22023879
1612	6.220074047
1613	6.219661688
1614	6.219133167
1615	6.218300259
1616	6.217987807
1617	6.217607668
1618	6.217081713
1619	6.216959986
1620	6.216815941
1621	6.216419573
1622	6.21594859
1623	6.215491027
1624	6.215228273
1625	6.215074193
1626	6.214974032
1627	6.214576204
1628	6.214471927
1629	6.214121892
1630	6.214054192
1631	6.213512122
1632	6.21335747
1633	6.212945691
1634	6.21250956
1635	6.212080503
1636	6.211993372
1637	6.211881833
1638	6.211635845
1639	6.211240269
1640	6.210705439
1641	6.210539069
1642	6.210423469
1643	6.209920226
1644	6.209649154
1645	6.209286674
1646	6.209100623
1647	6.208242711
1648	6.207840061
1649	6.207445587
1650	6.207341248
1651	6.207007457
1652	6.206473709
1653	6.206156862
1654	6.205904893
1655	6.205664035
1656	6.204913851
1657	6.204573428
1658	6.204038717
1659	6.203931661
1660	6.203808912
1661	6.203667142
1662	6.203276979
1663	6.202591347
1664	6.202464933
